"","Project_name","Station_ID","UTM_X","UTM_Y","Subpop","occasion","effort","Species2","Animal_ID"
"29","Bonaparte","B-02-08a",1375541.98714441,690421.320157883,"Cariboo",1,24,"NULL",NA
"30","Bonaparte","B-02-08a",1375541.98714441,690421.320157883,"Cariboo",2,20,"NULL",NA
"31","Bonaparte","B-02-08a",1375541.98714441,690421.320157883,"Cariboo",3,21,"NULL",NA
"32","Bonaparte","B-02-08a",1375541.98714441,690421.320157883,"Cariboo",4,22,"NULL",NA
"33","Bonaparte","B-03-03a",1356178.09899168,691265.960731065,"Cariboo",1,29,"NULL",NA
"34","Bonaparte","B-03-03a",1356178.09899168,691265.960731065,"Cariboo",2,20,"NULL",NA
"35","Bonaparte","B-03-03a",1356178.09899168,691265.960731065,"Cariboo",3,21,"NULL",NA
"36","Bonaparte","B-03-03b",1356480.65981615,692536.937023999,"Cariboo",1,22,"NULL",NA
"37","Bonaparte","B-03-04a",1357865.44990539,693983.250002572,"Cariboo",1,24,"NULL",NA
"38","Bonaparte","B-03-04a",1357865.44990539,693983.250002572,"Cariboo",2,20,"NULL",NA
"39","Bonaparte","B-03-04a",1357865.44990539,693983.250002572,"Cariboo",3,23,"NULL",NA
"40","Bonaparte","B-03-04b",1357730.11433614,693395.054790206,"Cariboo",1,20,"NULL",NA
"41","Bonaparte","B-03-05a",1363937.37426176,693854.436333892,"Cariboo",1,25,"NULL",NA
"42","Bonaparte","B-03-05a",1363937.37426176,693854.436333892,"Cariboo",2,20,"NULL",NA
"43","Bonaparte","B-03-05a",1363937.37426176,693854.436333892,"Cariboo",3,21,"NULL",NA
"44","Bonaparte","B-03-05b",1362589.70766885,694583.566205379,"Cariboo",1,20,"NULL",NA
"45","Bonaparte","B-03-06a",1366158.49909692,693593.305405256,"Cariboo",1,23,"NULL",NA
"46","Bonaparte","B-03-06a",1366158.49909692,693593.305405256,"Cariboo",2,21,"NULL",NA
"47","Bonaparte","B-03-06a",1366158.49909692,693593.305405256,"Cariboo",3,21,"NULL",NA
"48","Bonaparte","B-03-06a",1366158.49909692,693593.305405256,"Cariboo",4,20,"NULL",NA
"49","Bonaparte","B-03-07a",1370294.45665177,694313.59686928,"Cariboo",1,23,"NULL",NA
"50","Bonaparte","B-03-07b",1371270.72872601,693938.204167742,"Cariboo",1,21,"NULL",NA
"51","Bonaparte","B-03-07b",1371270.72872601,693938.204167742,"Cariboo",2,21,"NULL",NA
"52","Bonaparte","B-03-07b",1371270.72872601,693938.204167742,"Cariboo",3,22,"NULL",NA
"53","Bonaparte","B-03-08a",1375602.62529428,692760.019732361,"Cariboo",1,23,"NULL",NA
"54","Bonaparte","B-03-08a",1375602.62529428,692760.019732361,"Cariboo",2,20,"NULL",NA
"55","Bonaparte","B-03-08a",1375602.62529428,692760.019732361,"Cariboo",3,21,"NULL",NA
"56","Bonaparte","B-03-08a",1375602.62529428,692760.019732361,"Cariboo",4,22,"NULL",NA
"57","Bonaparte","B-04-05a",1364728.26344248,696144.898266519,"Cariboo",1,-344,"NULL",NA
"58","Bonaparte","B-04-05a",1364728.26344248,696144.898266519,"Cariboo",2,20,"NULL",NA
"59","Bonaparte","B-04-05a",1364728.26344248,696144.898266519,"Cariboo",3,21,"NULL",NA
"60","Bonaparte","B-04-05a",1364728.26344248,696144.898266519,"Cariboo",4,22,"NULL",NA
"61","Bonaparte","B-04-06a",1365685.00739979,697819.200575129,"Cariboo",1,21,"NULL",NA
"62","Bonaparte","B-04-06a",1365685.00739979,697819.200575129,"Cariboo",2,20,"NULL",NA
"63","Bonaparte","B-04-06a",1365685.00739979,697819.200575129,"Cariboo",3,21,"NULL",NA
"64","Bonaparte","B-04-06a",1365685.00739979,697819.200575129,"Cariboo",4,22,"NULL",NA
"65","Bonaparte","B-05-03a",1354701.14268832,703338.617970776,"Cariboo",1,21,"NULL",NA
"66","Bonaparte","B-05-03a",1354701.14268832,703338.617970776,"Cariboo",2,20,"NULL",NA
"67","Bonaparte","B-05-03a",1354701.14268832,703338.617970776,"Cariboo",3,21,"NULL",NA
"68","Bonaparte","B-05-03b",1354306.01554381,701368.907730344,"Cariboo",1,22,"NULL",NA
"69","Bonaparte","B-05-04a",1359486.92157072,701328.317987863,"Cariboo",1,21,"NULL",NA
"70","Bonaparte","B-05-04a",1359486.92157072,701328.317987863,"Cariboo",2,20,"NULL",NA
"71","Bonaparte","B-05-04a",1359486.92157072,701328.317987863,"Cariboo",3,21,"NULL",NA
"72","Bonaparte","B-05-04b",1359573.34263042,702510.796511446,"Cariboo",1,22,"NULL",NA
"73","Bonaparte","B-06-03a",1355167.66762784,705826.665763291,"Cariboo",1,21,"NULL",NA
"74","Bonaparte","B-06-03a",1355167.66762784,705826.665763291,"Cariboo",2,20,"NULL",NA
"75","Bonaparte","B-06-03a",1355167.66762784,705826.665763291,"Cariboo",3,21,"NULL",NA
"76","Bonaparte","B-06-03a",1355167.66762784,705826.665763291,"Cariboo",4,22,"NULL",NA
"77","Bonaparte","B-06-04a",1359798.37541911,705123.623591685,"Cariboo",1,21,"NULL",NA
"78","Bonaparte","B-06-04a",1359798.37541911,705123.623591685,"Cariboo",2,20,"NULL",NA
"79","Bonaparte","B-06-04a",1359798.37541911,705123.623591685,"Cariboo",3,21,"NULL",NA
"80","Bonaparte","B-06-04a",1359798.37541911,705123.623591685,"Cariboo",4,22,"NULL",NA
"81","Bonaparte","B-07-03a",1353556.8270217,711916.454484116,"Cariboo",1,19,"NULL",NA
"82","Bonaparte","B-07-03a",1353556.8270217,711916.454484116,"Cariboo",2,22,"NULL",NA
"83","Bonaparte","B-07-03a",1353556.8270217,711916.454484116,"Cariboo",3,21,"NULL",NA
"84","Bonaparte","B-07-03b",1352427.47101768,710897.13692516,"Cariboo",1,22,"NULL",NA
"85","Bonaparte","B-07-04a",1357089.53909563,712316.310284985,"Cariboo",1,19,"NULL",NA
"86","Bonaparte","B-07-04a",1357089.53909563,712316.310284985,"Cariboo",2,22,"NULL",NA
"87","Bonaparte","B-07-04a",1357089.53909563,712316.310284985,"Cariboo",3,21,"NULL",NA
"88","Bonaparte","B-07-04b",1356421.3446858,711658.807167075,"Cariboo",1,22,"NULL",NA
"89","Bonaparte","B-07-05a",1361416.00214506,710353.014033001,"Cariboo",1,19,"NULL",NA
"90","Bonaparte","B-07-05a",1361416.00214506,710353.014033001,"Cariboo",2,22,"NULL",NA
"91","Bonaparte","B-07-05a",1361416.00214506,710353.014033001,"Cariboo",3,21,"NULL",NA
"92","Bonaparte","B-07-05b",1360443.90594714,712563.153568074,"Cariboo",1,22,"NULL",NA
"93","Bonaparte","B-08-03a",1352802.34535704,713585.847744662,"Cariboo",1,18,"NULL",NA
"94","Bonaparte","B-08-03a",1352802.34535704,713585.847744662,"Cariboo",2,22,"NULL",NA
"95","Bonaparte","B-08-03a",1352802.34535704,713585.847744662,"Cariboo",3,21,"NULL",NA
"96","Bonaparte","B-08-03a",1352802.34535704,713585.847744662,"Cariboo",4,22,"NULL",NA
"97","Bonaparte","B-08-04a",1359494.39230964,717468.845517554,"Cariboo",1,18,"NULL",NA
"98","Bonaparte","B-08-04a",1359494.39230964,717468.845517554,"Cariboo",2,20,"NULL",NA
"99","Bonaparte","B-08-04a",1359494.39230964,717468.845517554,"Cariboo",3,21,"NULL",NA
"100","Bonaparte","B-08-04a",1359494.39230964,717468.845517554,"Cariboo",4,22,"NULL",NA
"101","Bonaparte","B-08-05a",1364471.87563213,716688.519590164,"Cariboo",1,18,"NULL",NA
"102","Bonaparte","B-08-05a",1364471.87563213,716688.519590164,"Cariboo",2,21,"NULL",NA
"103","Bonaparte","B-08-05a",1364471.87563213,716688.519590164,"Cariboo",3,21,"NULL",NA
"104","Bonaparte","B-08-05b",1364200.97850763,717513.767569862,"Cariboo",1,22,"NULL",NA
"105","Bonaparte","B-08-06a",1365534.3946272,714995.510345993,"Cariboo",1,18,"NULL",NA
"106","Bonaparte","B-08-06a",1365534.3946272,714995.510345993,"Cariboo",2,21,"NULL",NA
"107","Bonaparte","B-08-06a",1365534.3946272,714995.510345993,"Cariboo",3,21,"NULL",NA
"108","Bonaparte","B-08-06b",1366896.21272533,714784.035607393,"Cariboo",1,22,"NULL",NA
"109","Bonaparte","B-09-03a",1351224.05708323,721853.929707159,"Cariboo",1,18,"Pekania pennanti",NA
"110","Bonaparte","B-09-03a",1351224.05708323,721853.929707159,"Cariboo",2,20,"NULL",NA
"111","Bonaparte","B-09-03a",1351224.05708323,721853.929707159,"Cariboo",3,21,"NULL",NA
"112","Bonaparte","B-09-03a",1351224.05708323,721853.929707159,"Cariboo",4,22,"NULL",NA
"113","Bonaparte","B-09-04a",1358572.49657494,719309.426126132,"Cariboo",1,18,"NULL",NA
"114","Bonaparte","B-09-04a",1358572.49657494,719309.426126132,"Cariboo",2,20,"NULL",NA
"115","Bonaparte","B-09-04a",1358572.49657494,719309.426126132,"Cariboo",3,21,"NULL",NA
"116","Bonaparte","B-09-04b",1357562.39144286,720627.952284448,"Cariboo",1,22,"NULL",NA
"117","Bonaparte","B-09-05a",1363848.80926747,719538.403733437,"Cariboo",1,18,"NULL",NA
"118","Bonaparte","B-09-05a",1363848.80926747,719538.403733437,"Cariboo",2,21,"NULL",NA
"119","Bonaparte","B-09-05a",1363848.80926747,719538.403733437,"Cariboo",3,21,"NULL",NA
"120","Bonaparte","B-09-05a",1363848.80926747,719538.403733437,"Cariboo",4,22,"NULL",NA
"121","Bonaparte","B-09-06a",1366209.7629418,721814.186982597,"Cariboo",1,18,"NULL",NA
"122","Bonaparte","B-09-06a",1366209.7629418,721814.186982597,"Cariboo",2,21,"NULL",NA
"123","Bonaparte","B-09-06a",1366209.7629418,721814.186982597,"Cariboo",3,21,"NULL",NA
"124","Bonaparte","B-09-06a",1366209.7629418,721814.186982597,"Cariboo",4,22,"NULL",NA
"125","Chilcotin","C-04-06a",1107661.78414704,797007.108377653,"Chilcotin",1,22,"Pekania pennanti",NA
"126","Chilcotin","C-04-06b",1109626.79411302,798257.326106712,"Chilcotin",1,20,"Pekania pennanti",NA
"127","Chilcotin","C-04-06b",1109626.79411302,798257.326106712,"Chilcotin",2,19,"NULL",NA
"128","Chilcotin","C-04-06b",1109626.79411302,798257.326106712,"Chilcotin",3,21,"Pekania pennanti",NA
"129","Chilcotin","C-04-07a",1114545.35655676,799053.874068474,"Chilcotin",1,23,"NULL",NA
"130","Chilcotin","C-04-07a",1114545.35655676,799053.874068474,"Chilcotin",2,20,"NULL",NA
"131","Chilcotin","C-04-07b",1114678.18028966,797313.924515633,"Chilcotin",1,19,"NULL",NA
"132","Chilcotin","C-04-07b",1114678.18028966,797313.924515633,"Chilcotin",2,21,"NULL",NA
"133","Chilcotin","C-04-08a",1119430.54175892,798883.055692441,"Chilcotin",1,23,"Pekania pennanti",NA
"134","Chilcotin","C-04-08b",1118203.18724388,797722.925594741,"Chilcotin",1,20,"NULL",NA
"135","Chilcotin","C-04-08c",1117450.015639,797002.076488971,"Chilcotin",1,19,"NULL",NA
"136","Chilcotin","C-04-08c",1117450.015639,797002.076488971,"Chilcotin",2,21,"NULL",NA
"137","Chilcotin","C-04-09a",1123390.13430181,796410.184399023,"Chilcotin",1,20,"NULL",NA
"138","Chilcotin","C-04-09a",1123390.13430181,796410.184399023,"Chilcotin",2,23,"NULL",NA
"139","Chilcotin","C-04-09b",1123657.01031553,799267.479155485,"Chilcotin",1,19,"NULL",NA
"140","Chilcotin","C-04-09b",1123657.01031553,799267.479155485,"Chilcotin",2,21,"NULL",NA
"141","Chilcotin","C-04-10a",1127539.34260306,797733.405540606,"Chilcotin",1,22,"NULL",NA
"142","Chilcotin","C-04-10a",1127539.34260306,797733.405540606,"Chilcotin",2,23,"NULL",NA
"143","Chilcotin","C-04-10b",1127009.66758392,800331.502306953,"Chilcotin",1,19,"Pekania pennanti",NA
"144","Chilcotin","C-04-10b",1127009.66758392,800331.502306953,"Chilcotin",2,21,"NULL",NA
"145","Chilcotin","C-05-06a",1110613.34484643,800062.355140005,"Chilcotin",1,23,"NULL",NA
"146","Chilcotin","C-05-06a",1110613.34484643,800062.355140005,"Chilcotin",2,20,"Pekania pennanti",NA
"147","Chilcotin","C-05-06b",1109607.34790999,801705.435907397,"Chilcotin",1,19,"NULL",NA
"148","Chilcotin","C-05-06b",1109607.34790999,801705.435907397,"Chilcotin",2,21,"NULL",NA
"149","Chilcotin","C-05-07a",1112137.26682084,800010.023820105,"Chilcotin",1,23,"Pekania pennanti","CB5-12-3-18"
"150","Chilcotin","C-05-07b",1112362.02360937,802635.794796003,"Chilcotin",1,20,"NULL",NA
"151","Chilcotin","C-05-07b",1112362.02360937,802635.794796003,"Chilcotin",2,19,"NULL",NA
"152","Chilcotin","C-05-07b",1112362.02360937,802635.794796003,"Chilcotin",3,21,"NULL",NA
"153","Chilcotin","C-05-08a",1117584.64423027,803350.954709664,"Chilcotin",1,23,"NULL",NA
"154","Chilcotin","C-05-08b",1117981.71529364,800885.711922577,"Chilcotin",1,20,"Pekania pennanti",NA
"155","Chilcotin","C-05-08b",1117981.71529364,800885.711922577,"Chilcotin",2,19,"Pekania pennanti",NA
"156","Chilcotin","C-05-08c",1117243.90919647,800871.742696915,"Chilcotin",1,21,"NULL",NA
"157","Chilcotin","C-05-09a",1122566.52367874,801611.252351581,"Chilcotin",1,23,"NULL",NA
"158","Chilcotin","C-05-09b",1120797.68571372,800926.891947969,"Chilcotin",1,20,"Pekania pennanti",NA
"159","Chilcotin","C-05-09b",1120797.68571372,800926.891947969,"Chilcotin",2,19,"NULL",NA
"160","Chilcotin","C-05-09b",1120797.68571372,800926.891947969,"Chilcotin",3,21,"NULL",NA
"161","Chilcotin","C-05-10a",1126429.02334913,802405.810487782,"Chilcotin",1,22,"NULL",NA
"162","Chilcotin","C-05-10a",1126429.02334913,802405.810487782,"Chilcotin",2,20,"NULL",NA
"163","Chilcotin","C-05-10b",1126474.67449226,801103.537544647,"Chilcotin",1,19,"NULL",NA
"164","Chilcotin","C-05-10b",1126474.67449226,801103.537544647,"Chilcotin",2,21,"NULL",NA
"165","Chilcotin","C-06-05a",1102727.27348742,806410.292163099,"Chilcotin",1,23,"NULL",NA
"166","Chilcotin","C-06-05a",1102727.27348742,806410.292163099,"Chilcotin",2,20,"NULL",NA
"167","Chilcotin","C-06-05b",1103230.21742416,807308.217825918,"Chilcotin",1,19,"NULL",NA
"168","Chilcotin","C-06-05b",1103230.21742416,807308.217825918,"Chilcotin",2,21,"NULL",NA
"169","Chilcotin","C-06-06a",1112055.45178255,809143.831286966,"Chilcotin",1,21,"NULL",NA
"170","Chilcotin","C-06-06a",1112055.45178255,809143.831286966,"Chilcotin",2,19,"NULL",NA
"171","Chilcotin","C-06-06b",1109055.44940006,806678.190173457,"Chilcotin",1,21,"NULL",NA
"172","Chilcotin","C-06-07a",1115708.23770174,805019.655247561,"Chilcotin",1,22,"NULL",NA
"173","Chilcotin","C-06-07b",1115008.27442417,805819.887078139,"Chilcotin",1,21,"Pekania pennanti",NA
"174","Chilcotin","C-06-07c",1115595.0206078,806576.917433686,"Chilcotin",1,19,"NULL",NA
"175","Chilcotin","C-06-07c",1115595.0206078,806576.917433686,"Chilcotin",2,21,"NULL",NA
"176","Chilcotin","C-06-08a",1118804.1799856,807222.546426951,"Chilcotin",1,22,"NULL",NA
"177","Chilcotin","C-06-08b",1117621.93898567,806108.381643601,"Chilcotin",1,21,"NULL",NA
"178","Chilcotin","C-06-08b",1117621.93898567,806108.381643601,"Chilcotin",2,19,"Pekania pennanti",NA
"179","Chilcotin","C-06-08b",1117621.93898567,806108.381643601,"Chilcotin",3,21,"Pekania pennanti","2019-0027"
"180","Chilcotin","C-06-09a",1121087.67074647,808045.975241797,"Chilcotin",1,21,"NULL",NA
"181","Chilcotin","C-06-09a",1121087.67074647,808045.975241797,"Chilcotin",2,21,"NULL",NA
"182","Chilcotin","C-06-09b",1120614.05497015,807045.873611125,"Chilcotin",1,19,"Pekania pennanti",NA
"183","Chilcotin","C-06-09b",1120614.05497015,807045.873611125,"Chilcotin",2,21,"Pekania pennanti",NA
"184","Chilcotin","C-06-10a",1125412.15335695,808756.700192663,"Chilcotin",1,21,"NULL",NA
"185","Chilcotin","C-06-10a",1125412.15335695,808756.700192663,"Chilcotin",2,21,"Pekania pennanti",NA
"186","Chilcotin","C-06-10b",1126214.18143543,809311.160797496,"Chilcotin",1,19,"NULL",NA
"187","Chilcotin","C-06-10b",1126214.18143543,809311.160797496,"Chilcotin",2,21,"Pekania pennanti",NA
"188","Chilcotin","C-06-14a",1145034.6794232,809190.205834138,"Chilcotin",1,18,"Pekania pennanti",NA
"189","Chilcotin","C-06-14a",1145034.6794232,809190.205834138,"Chilcotin",2,24,"Pekania pennanti",NA
"190","Chilcotin","C-06-14b",1144743.53972617,806443.955298296,"Chilcotin",1,19,"NULL",NA
"191","Chilcotin","C-06-14b",1144743.53972617,806443.955298296,"Chilcotin",2,20,"Pekania pennanti",NA
"192","Chilcotin","C-06-15a",1147758.31447117,807176.081817245,"Chilcotin",1,18,"NULL",NA
"193","Chilcotin","C-06-15a",1147758.31447117,807176.081817245,"Chilcotin",2,24,"NULL",NA
"194","Chilcotin","C-06-15b",1150294.02540252,808298.390875054,"Chilcotin",1,19,"NULL",NA
"195","Chilcotin","C-06-15b",1150294.02540252,808298.390875054,"Chilcotin",2,20,"NULL",NA
"196","Chilcotin","C-06-16a",1155258.48631054,809071.758382005,"Chilcotin",1,19,"Pekania pennanti",NA
"197","Chilcotin","C-06-16b",1154819.7106505,810094.679087114,"Chilcotin",1,24,"NULL",NA
"198","Chilcotin","C-06-16b",1154819.7106505,810094.679087114,"Chilcotin",2,19,"NULL",NA
"199","Chilcotin","C-06-16b",1154819.7106505,810094.679087114,"Chilcotin",3,20,"NULL",NA
"200","Chilcotin","C-07-05a",1102346.14728674,808260.241548586,"Chilcotin",1,23,"NULL",NA
"201","Chilcotin","C-07-05b",1104145.81321834,811380.627932788,"Chilcotin",1,20,"NULL",NA
"202","Chilcotin","C-07-05b",1104145.81321834,811380.627932788,"Chilcotin",2,19,"Pekania pennanti",NA
"203","Chilcotin","C-07-05b",1104145.81321834,811380.627932788,"Chilcotin",3,21,"Pekania pennanti",NA
"204","Chilcotin","C-07-06a",1111113.71244496,812210.278631356,"Chilcotin",1,20,"NULL",NA
"205","Chilcotin","C-07-06b",1110127.70533527,812088.556250171,"Chilcotin",1,22,"NULL",NA
"206","Chilcotin","C-07-06b",1110127.70533527,812088.556250171,"Chilcotin",2,21,"NULL",NA
"207","Chilcotin","C-07-06b",1110127.70533527,812088.556250171,"Chilcotin",3,19,"NULL",NA
"208","Chilcotin","C-07-07a",1113682.74743837,812011.326163054,"Chilcotin",1,21,"NULL",NA
"209","Chilcotin","C-07-07a",1113682.74743837,812011.326163054,"Chilcotin",2,21,"NULL",NA
"210","Chilcotin","C-07-07b",1113177.41579686,810289.560850805,"Chilcotin",1,19,"Pekania pennanti",NA
"211","Chilcotin","C-07-07b",1113177.41579686,810289.560850805,"Chilcotin",2,21,"Pekania pennanti",NA
"212","Chilcotin","C-07-08a",1119833.92753265,812568.093580553,"Chilcotin",1,21,"NULL",NA
"213","Chilcotin","C-07-08a",1119833.92753265,812568.093580553,"Chilcotin",2,19,"NULL",NA
"214","Chilcotin","C-07-08b",1117476.67328057,812099.697507688,"Chilcotin",1,21,"NULL",NA
"215","Chilcotin","C-07-08b",1117476.67328057,812099.697507688,"Chilcotin",2,20,"Pekania pennanti",NA
"216","Chilcotin","C-07-09a",1122911.18876509,811473.618476173,"Chilcotin",1,21,"Pekania pennanti","2019-0409"
"217","Chilcotin","C-07-09b",1121876.10495335,811759.123394239,"Chilcotin",1,19,"NULL",NA
"218","Chilcotin","C-07-09b",1121876.10495335,811759.123394239,"Chilcotin",2,21,"Pekania pennanti",NA
"219","Chilcotin","C-07-09b",1121876.10495335,811759.123394239,"Chilcotin",3,20,"Pekania pennanti",NA
"220","Chilcotin","C-07-10a",1125574.06284187,812088.367417201,"Chilcotin",1,21,"NULL",NA
"221","Chilcotin","C-07-10a",1125574.06284187,812088.367417201,"Chilcotin",2,21,"Pekania pennanti",NA
"222","Chilcotin","C-07-10b",1125194.2819796,810829.31317695,"Chilcotin",1,19,"Pekania pennanti",NA
"223","Chilcotin","C-07-10c",1127689.30319176,810182.91240288,"Chilcotin",1,21,"Pekania pennanti",NA
"224","Chilcotin","C-07-11a",1132228.37136226,811469.678572863,"Chilcotin",1,24,"Pekania pennanti",NA
"225","Chilcotin","C-07-11a",1132228.37136226,811469.678572863,"Chilcotin",2,19,"Pekania pennanti",NA
"226","Chilcotin","C-07-11b",1132036.85847337,812460.892761316,"Chilcotin",1,23,"NULL",NA
"227","Chilcotin","C-07-11b",1132036.85847337,812460.892761316,"Chilcotin",2,19,"NULL",NA
"228","Chilcotin","C-07-12a",1135322.97954229,813176.257914765,"Chilcotin",1,24,"NULL",NA
"229","Chilcotin","C-07-12a",1135322.97954229,813176.257914765,"Chilcotin",2,19,"Pekania pennanti",NA
"230","Chilcotin","C-07-12b",1134912.55610911,811982.085704394,"Chilcotin",1,23,"NULL",NA
"231","Chilcotin","C-07-12b",1134912.55610911,811982.085704394,"Chilcotin",2,19,"NULL",NA
"232","Chilcotin","C-07-13a",1140136.77851632,812205.294325008,"Chilcotin",1,25,"NULL",NA
"233","Chilcotin","C-07-13a",1140136.77851632,812205.294325008,"Chilcotin",2,20,"Pekania pennanti",NA
"234","Chilcotin","C-07-13b",1141401.64763965,812991.043599145,"Chilcotin",1,20,"NULL",NA
"235","Chilcotin","C-07-13b",1141401.64763965,812991.043599145,"Chilcotin",2,20,"Pekania pennanti",NA
"236","Chilcotin","C-07-14a",1143602.90773777,812418.670426882,"Chilcotin",1,19,"NULL",NA
"237","Chilcotin","C-07-14a",1143602.90773777,812418.670426882,"Chilcotin",2,24,"NULL",NA
"238","Chilcotin","C-07-14b",1145842.61423899,811883.050834146,"Chilcotin",1,19,"NULL",NA
"239","Chilcotin","C-07-14b",1145842.61423899,811883.050834146,"Chilcotin",2,20,"NULL",NA
"240","Chilcotin","C-07-15a",1147582.8112913,811251.126017196,"Chilcotin",1,19,"NULL",NA
"241","Chilcotin","C-07-15a",1147582.8112913,811251.126017196,"Chilcotin",2,24,"NULL",NA
"242","Chilcotin","C-07-15b",1151049.43741756,811145.558341266,"Chilcotin",1,19,"NULL",NA
"243","Chilcotin","C-07-15b",1151049.43741756,811145.558341266,"Chilcotin",2,20,"NULL",NA
"244","Chilcotin","C-07-16a",1154842.15854956,812241.739279942,"Chilcotin",1,19,"NULL",NA
"245","Chilcotin","C-07-16a",1154842.15854956,812241.739279942,"Chilcotin",2,24,"NULL",NA
"246","Chilcotin","C-07-16b",1155297.43358282,813957.601654718,"Chilcotin",1,19,"NULL",NA
"247","Chilcotin","C-07-16b",1155297.43358282,813957.601654718,"Chilcotin",2,20,"Pekania pennanti",NA
"248","Chilcotin","C-08-05a",1106419.66068037,814532.080951632,"Chilcotin",1,22,"NULL",NA
"249","Chilcotin","C-08-05a",1106419.66068037,814532.080951632,"Chilcotin",2,11,"NULL",NA
"250","Chilcotin","C-08-05b",1105691.1420978,814990.039902378,"Chilcotin",1,23,"NULL",NA
"251","Chilcotin","C-08-05b",1105691.1420978,814990.039902378,"Chilcotin",2,18,"NULL",NA
"252","Chilcotin","C-08-06a",1110461.75467238,813821.179982534,"Chilcotin",1,22,"NULL",NA
"253","Chilcotin","C-08-06b",1108558.10458955,813925.730812725,"Chilcotin",1,19,"Pekania pennanti","2019-0015"
"254","Chilcotin","C-08-06b",1108558.10458955,813925.730812725,"Chilcotin",2,23,"Pekania pennanti",NA
"255","Chilcotin","C-08-06b",1108558.10458955,813925.730812725,"Chilcotin",3,18,"Pekania pennanti",NA
"256","Chilcotin","C-08-07a",1114652.05487491,814891.347332257,"Chilcotin",1,21,"NULL",NA
"257","Chilcotin","C-08-07a",1114652.05487491,814891.347332257,"Chilcotin",2,20,"NULL",NA
"258","Chilcotin","C-08-07b",1111690.26715333,814759.733444753,"Chilcotin",1,23,"NULL",NA
"259","Chilcotin","C-08-07b",1111690.26715333,814759.733444753,"Chilcotin",2,18,"NULL",NA
"260","Chilcotin","C-08-08a",1118459.37533265,816302.655068508,"Chilcotin",1,21,"NULL",NA
"261","Chilcotin","C-08-08a",1118459.37533265,816302.655068508,"Chilcotin",2,20,"NULL",NA
"262","Chilcotin","C-08-08a",1118459.37533265,816302.655068508,"Chilcotin",3,23,"NULL",NA
"263","Chilcotin","C-08-08a",1118459.37533265,816302.655068508,"Chilcotin",4,18,"NULL",NA
"264","Chilcotin","C-08-09a",1122648.2985059,814786.430991774,"Chilcotin",1,22,"NULL",NA
"265","Chilcotin","C-08-09b",1121259.69091873,814187.201848418,"Chilcotin",1,19,"NULL",NA
